time,latitude,longitude,distance,cadence,altitude
2021-10-24 18:46:23+00:00,52.13188183,21.0715245,0.0,0.0,
2021-10-24 18:46:24+00:00,52.13188183,21.0715245,0.0,0.0,
2021-10-24 18:46:25+00:00,52.131874,21.07154333,0.0,0.0,
2021-10-24 18:46:26+00:00,52.13186417,21.07157317,1.2999999523162842,0.0,
2021-10-24 18:46:27+00:00,52.1318565,21.071605,3.299999952316284,0.0,
2021-10-24 18:46:28+00:00,52.13185,21.07164017,5.800000190734863,0.0,
2021-10-24 18:46:29+00:00,52.13184167,21.07167667,8.5,57.0,
2021-10-24 18:46:30+00:00,52.13182917,21.071711,11.600000381469727,67.0,
2021-10-24 18:46:31+00:00,52.13181317,21.07174267,15.100000381469727,73.0,
2021-10-24 18:46:32+00:00,52.13179433,21.07176933,18.700000762939453,76.0,
2021-10-24 18:46:33+00:00,52.13177333,21.07179367,22.5,76.0,
2021-10-24 18:46:34+00:00,52.1317515,21.07181367,26.100000381469727,78.0,
2021-10-24 18:46:35+00:00,52.13172867,21.07183133,29.399999618530273,77.0,
2021-10-24 18:46:36+00:00,52.13170583,21.07184867,32.29999923706055,78.0,
2021-10-24 18:46:37+00:00,52.13168233,21.07186417,35.20000076293945,79.0,
2021-10-24 18:46:38+00:00,52.13165883,21.07187883,38.099998474121094,79.0,
2021-10-24 18:46:39+00:00,52.1316345,21.07189317,41.20000076293945,79.0,
2021-10-24 18:46:40+00:00,52.13160983,21.07190817,44.0,79.0,
2021-10-24 18:46:41+00:00,52.13158583,21.071922,47.099998474121094,79.0,
2021-10-24 18:46:42+00:00,52.13156133,21.07193817,50.0,77.0,
2021-10-24 18:46:43+00:00,52.13153567,21.07195467,52.900001525878906,77.0,
2021-10-24 18:46:44+00:00,52.1315105,21.07197133,56.0,77.0,
2021-10-24 18:46:45+00:00,52.13148433,21.071984,59.099998474121094,77.0,
2021-10-24 18:46:46+00:00,52.13145883,21.0719965,62.20000076293945,77.0,
2021-10-24 18:46:47+00:00,52.131433,21.07200817,65.19999694824219,77.0,
2021-10-24 18:46:48+00:00,52.13140883,21.07202167,68.19999694824219,77.0,
2021-10-24 18:46:49+00:00,52.13138367,21.07203617,71.30000305175781,77.0,
2021-10-24 18:46:50+00:00,52.131356,21.07204883,74.4000015258789,77.0,
2021-10-24 18:46:51+00:00,52.13132783,21.07205617,77.5999984741211,77.0,
2021-10-24 18:46:52+00:00,52.131301,21.072062,80.69999694824219,77.0,
2021-10-24 18:46:53+00:00,52.13127667,21.07206917,83.69999694824219,77.0,
2021-10-24 18:46:54+00:00,52.131255,21.07207933,86.5,77.0,
2021-10-24 18:46:55+00:00,52.131234,21.07209217,89.19999694824219,77.0,
2021-10-24 18:46:56+00:00,52.13121217,21.072108,91.80000305175781,77.0,
2021-10-24 18:46:57+00:00,52.131189,21.072126,94.5,77.0,
2021-10-24 18:46:58+00:00,52.1311645,21.072141,97.30000305175781,77.0,
2021-10-24 18:46:59+00:00,52.13113967,21.07215467,100.0999984741211,77.0,
2021-10-24 18:47:00+00:00,52.1311125,21.07216483,102.69999694824219,77.0,
2021-10-24 18:47:01+00:00,52.13108417,21.07217683,105.5999984741211,77.0,
2021-10-24 18:47:02+00:00,52.1310545,21.07218833,108.5,77.0,
2021-10-24 18:47:03+00:00,52.13102233,21.07220233,112.0,77.0,
2021-10-24 18:47:04+00:00,52.1309905,21.07221683,115.80000305175781,77.0,
2021-10-24 18:47:05+00:00,52.13095883,21.07222983,119.69999694824219,77.0,117.045
2021-10-24 18:47:06+00:00,52.1309275,21.07224567,123.5999984741211,77.0,117.045
2021-10-24 18:47:07+00:00,52.130896,21.072264,127.5,77.0,117.197
2021-10-24 18:47:08+00:00,52.1308635,21.07228417,131.5,77.0,117.197
2021-10-24 18:47:09+00:00,52.13083183,21.07229967,135.6999969482422,78.0,117.349
2021-10-24 18:47:10+00:00,52.13079833,21.07231217,139.6999969482422,79.0,117.349
2021-10-24 18:47:11+00:00,52.13076533,21.072324,143.6999969482422,79.0,117.959
2021-10-24 18:47:12+00:00,52.1307335,21.07233533,147.60000610351562,79.0,117.959
2021-10-24 18:47:13+00:00,52.130701,21.07234483,151.39999389648438,79.0,118.569
2021-10-24 18:47:14+00:00,52.13066933,21.07235283,155.10000610351562,77.0,118.569
2021-10-24 18:47:15+00:00,52.13063917,21.07236267,158.8000030517578,77.0,119.483
2021-10-24 18:47:16+00:00,52.1306115,21.072373,162.39999389648438,77.0,119.483
2021-10-24 18:47:17+00:00,52.13058583,21.07238683,165.6999969482422,77.0,120.397
2021-10-24 18:47:18+00:00,52.13056083,21.07240133,168.8000030517578,79.0,120.397
2021-10-24 18:47:19+00:00,52.13053783,21.0724165,171.8000030517578,79.0,121.312
2021-10-24 18:47:20+00:00,52.13051617,21.072432,174.5,79.0,121.312
2021-10-24 18:47:21+00:00,52.13049533,21.07244883,177.0,79.0,122.074
2021-10-24 18:47:22+00:00,52.130475,21.07246917,179.5,78.0,122.074
2021-10-24 18:47:23+00:00,52.1304525,21.072488,181.8000030517578,77.0,122.683
2021-10-24 18:47:24+00:00,52.13042733,21.0725035,184.3000030517578,77.0,122.683
2021-10-24 18:47:25+00:00,52.13039883,21.072516,186.89999389648438,77.0,123.293
2021-10-24 18:47:26+00:00,52.1303705,21.0725275,189.8000030517578,77.0,123.293
2021-10-24 18:47:27+00:00,52.13034283,21.07254133,192.8000030517578,77.0,123.903
2021-10-24 18:47:28+00:00,52.13031717,21.07255667,196.0,77.0,123.903
2021-10-24 18:47:29+00:00,52.13029267,21.07257217,199.10000610351562,77.0,124.665
2021-10-24 18:47:30+00:00,52.1302695,21.07258783,202.3000030517578,77.0,124.665
2021-10-24 18:47:31+00:00,52.13024683,21.07260383,205.5,77.0,125.274
2021-10-24 18:47:32+00:00,52.13022233,21.07261917,208.60000610351562,77.0,125.274
2021-10-24 18:47:33+00:00,52.1301955,21.07263233,211.6999969482422,77.0,126.036
2021-10-24 18:47:34+00:00,52.130165,21.07264317,214.8000030517578,79.0,126.036
2021-10-24 18:47:35+00:00,52.1301325,21.072655,217.89999389648438,79.0,126.798
